Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Abilene,01/23/2018,59.2,22.1,39.9,17.6,,0,0,0,6.9,144.71,,9.9,0.6,36.27,Clear
Abilene,01/24/2018,62.4,23.2,41.4,18.8,,0,0,0,12,143.42,18.3,9.9,0,37.55,Clear
Abilene,01/25/2018,64.4,27.6,46.7,18.7,,0,0,0,23.7,170.04,34.1,9.9,33.3,43.36,Partially cloudy
Abilene,01/26/2018,68.2,47.5,56.8,40.3,,0,0,0,26,182.71,38.6,9.9,56.1,76.55,Partially cloudy
Abilene,01/27/2018,61.2,37.1,49.7,31.1,,0,0,0,17.9,187.46,25.3,9.9,11.8,47.99,Clear
Abilene,01/28/2018,62,26,43.5,20.8,,0,0,0,6.6,201.79,,9.9,0,37.27,Clear
Abilene,01/29/2018,54.6,29.5,39.5,21.3,,0,0,0,12.3,197.13,,9.9,0,44.51,Clear
Abilene,01/30/2018,69.7,32,50.5,24.5,,0,0,0,24.9,181.96,35.2,9.9,0,36.78,Clear
Abilene,01/31/2018,76.6,47.6,59.4,40.9,,0,0,0,25.2,198.04,34,9.9,0,34.34,Clear
Abilene,02/01/2018,58.4,38.2,48.8,29.9,,0,0,0,23.8,156.54,35.2,9.9,0,46.06,Clear
Abilene,02/02/2018,53.5,23.9,38,15.7,,0,0,0,14.5,135.63,19.7,9.9,0.3,44.69,Clear
Abilene,02/03/2018,67.7,38.5,51.1,30.2,,0,0,0,29.3,187.71,39.8,9.9,3.1,58.06,Clear
Abilene,02/04/2018,64.2,28.3,44.3,20.7,,0,0,0,23,132.58,30.8,9.9,0,59.85,Clear
Abilene,02/05/2018,56,17.2,34,8.5,,0,0,0,22.8,138.54,32.2,9.9,31.7,66.11,Partially cloudy
Abilene,02/06/2018,40.1,27.6,33,16.9,,0,0,0,16,93.63,25.3,9.9,87.5,75.96,Overcast
Abilene,02/07/2018,45.7,22.9,32.5,9.7,,0,0,0,18,138.25,23,9.9,18.6,49.34,Clear
Abilene,02/08/2018,61.8,19.8,40.2,12.3,,0,0,0,15.8,156.54,17.2,9.9,0,52.61,Clear
Abilene,02/09/2018,71.8,42.3,55.4,35.1,,0,0,0,20.6,186.04,28.9,9.9,0,50.55,Clear
Abilene,02/10/2018,54,24.4,32,11.2,,0,0,0,19.6,221.96,25.3,9.1,66.8,64.81,Partially cloudy
Abilene,02/11/2018,38.8,22.3,29.2,7.5,,0,0,0,20.4,218.88,25.3,9.9,47.1,50.41,Partially cloudy
Abilene,02/12/2018,52.4,22,35.8,19.1,,0,0,0,12.3,99.29,20.8,9.9,12.5,47.53,Clear
Abilene,02/13/2018,61.6,31.4,47.1,24.9,,0,0,0,13.8,143.83,20.9,9.6,86.1,68.43,Overcast
Abilene,02/14/2018,80.3,52.7,64.5,,80.1,0,0,0,20.4,190.08,34.2,9.9,47.2,68.7,Partially cloudy
Abilene,02/15/2018,82.3,61.3,68.7,,82,0,0,0,23.3,192.88,34.8,9.9,14.4,68.79,Clear
Abilene,02/16/2018,65.3,42.5,51.6,39.1,,0,0,0,25.4,89.21,37.2,9.9,31.6,54.98,Partially cloudy
Abilene,02/17/2018,66.7,38.3,51.8,28.6,,0.14,0,0,18.7,168.13,26.4,9.8,40.1,63.65,"Rain, Partially cloudy"
Abilene,02/18/2018,73.6,45.8,57.7,43.5,,0.01,0,0,23.8,156.83,34.9,9.9,29.9,80.41,"Rain, Partially cloudy"
Abilene,02/19/2018,75.6,61,67.6,,,0,0,0,21.9,176.88,31.8,9.9,42.5,75.55,Partially cloudy
Abilene,02/20/2018,73.7,34.6,55.7,24.1,,0.92,0.74,0.74,23,116.42,35.6,8.8,80.7,86.24,"Snow, Overcast"
Abilene,02/21/2018,33.5,24.6,27.3,11.6,,1.38,0.44,1.18,20.4,209.54,,6.4,99.9,96.45,"Snow, Overcast"
Abilene,02/22/2018,32.5,25.4,29.1,16.2,,0.02,0,0.39,9.9,202.21,,4.8,96,99.32,"Rain, Overcast"
Abilene,02/23/2018,41.8,32.4,37.2,31.4,,0,0,0,8.5,118.71,,3,91.6,99.61,Overcast
Abilene,02/24/2018,68.2,39.6,50.4,33.8,,0.03,0,0,15.6,259.21,24.2,7,41.7,70.26,"Rain, Partially cloudy"
Abilene,02/25/2018,71,31.7,50.9,25.2,,0,0,0,16,230.58,27.8,9.9,9.9,43.48,Clear
Abilene,02/26/2018,70.4,29.3,51.1,23.4,,0,0,0,19.6,205.92,26.4,9.9,0.8,42.82,Clear
Abilene,02/27/2018,74.3,51.3,60.9,,,0,0,0,17.5,166.13,26.4,9.9,58.1,82.9,Partially cloudy
Abilene,02/28/2018,74,56.2,64.8,,,0.05,0,0,16.1,212,20.8,9.1,62.5,87.97,"Rain, Partially cloudy"
Abilene,03/01/2018,61.7,41.7,51.7,35.4,,0,0,0,22,218.38,29.1,9.9,37.8,63.17,Partially cloudy
Abilene,03/02/2018,69.5,33.9,51.6,29.4,,0,0,0,14.3,131.83,21.9,9.9,0,68.44,Clear
Abilene,03/03/2018,71.7,52,61.5,,,0,0,0,27.2,165.96,33.8,9.9,25.8,75.1,Partially cloudy
Abilene,03/04/2018,76.5,61.1,66.4,,,0,0,0,22.2,166.5,29.2,9.7,61.2,81.7,Partially cloudy
Abilene,03/05/2018,65.2,44.7,59.8,41.9,,0,0,0,22.4,133.79,30.9,9.9,0.3,47.2,Clear
Abilene,03/06/2018,62,37.1,48.4,31.7,,0,0,0,15.1,144.83,20.8,9.8,0,37.95,Clear
Abilene,03/07/2018,60.7,30,46,28.6,,0,0,0,10.1,103.42,,9.9,0,39.08,Clear
Abilene,03/08/2018,68.5,45.1,55.9,40.3,,0,0,0,22.1,171.46,29.7,9.9,6.4,33.07,Clear
Abilene,03/09/2018,78.5,52.1,63,,,0,0,0,24.5,183.17,32.9,9.9,0.6,56.03,Clear
Abilene,03/10/2018,85.2,54.5,67.2,,82,0,0,0,21.6,213.13,31.2,9.9,2.4,56.6,Clear
Abilene,03/11/2018,59.7,46.4,54.5,43.1,,0,0,0,24.6,111.71,35.5,9.9,47.6,42.06,Partially cloudy
Abilene,03/12/2018,59.2,35.4,46.9,30.5,,0,0,0,9.6,106.21,10.3,9.9,16.9,51.71,Clear
Abilene,03/13/2018,64.1,37.1,50.9,34.8,,0,0,0,12.3,65.42,19.7,9.9,17.2,42.01,Clear
Abilene,03/14/2018,68.5,33.7,52.4,27.5,,0,0,0,21.1,153.42,28,9.9,0,37.82,Clear
Abilene,03/15/2018,73.9,51,62.2,,,0,0,0,25,179.5,37.5,9.9,12.9,49.53,Clear
Abilene,03/16/2018,79.8,50.3,64.9,,,0,0,0,23.1,232.08,36.1,9.9,1.1,43.67,Clear
Abilene,03/17/2018,74,52.9,61.2,,,0.04,0,0,12.5,110.08,19.7,9.9,31.6,44.52,"Rain, Partially cloudy"
Abilene,03/18/2018,82.2,51.6,66.7,,80,0,0,0,24.3,192.17,41.3,9.4,46.3,57.4,Partially cloudy
Abilene,03/19/2018,67.3,50.1,59.2,,,0,0,0,28.1,251.79,39.4,9.9,1.5,29.57,Clear
Abilene,03/20/2018,62.7,36.8,49.7,29.7,,0,0,0,15.4,223.33,24.2,9.9,0,49.73,Clear
Abilene,03/21/2018,73.9,41.8,58.8,36.2,,0,0,0,21.9,148.21,31.4,9.9,0.3,37.93,Clear
Abilene,03/22/2018,79.6,53.6,66.3,,,0,0,0,24.7,170.96,32.3,9.9,0.3,54.26,Clear
Abilene,03/23/2018,82.6,59.6,70.2,,81.9,0,0,0,25.7,182.63,35.6,9.9,16.4,64.58,Clear
Abilene,03/24/2018,82.1,61.3,71.2,,80.1,0,0,0,23.3,165.54,34.9,9.9,1.8,51.4,Clear
Abilene,03/25/2018,88,61.6,74.3,,84.5,0,0,0,17.6,179.13,20.8,9.8,7.8,53.41,Clear
Abilene,03/26/2018,81.5,64.4,71.6,,83.1,0,0,0,18.3,175.38,31.1,9.6,45.8,78.65,Partially cloudy
Abilene,03/27/2018,61.8,51.8,59.1,,,0.45,0,0,26,132.5,36.7,7.5,90,97.38,"Rain, Overcast"
Abilene,03/28/2018,59.9,46.4,52,40.8,,0.02,0,0,17.5,196.13,,7.7,74.7,95.09,"Rain, Partially cloudy"
Abilene,03/29/2018,66.2,44.2,54.9,40.4,,0,0,0,16.9,164.29,24.2,9.7,18,79.85,Clear
Abilene,03/30/2018,70.4,44.3,57,43,,0,0,0,21.9,114.75,28,9.7,0,62.41,Clear
Abilene,03/31/2018,83.8,56.5,68.8,,82.3,0,0,0,28.1,188.42,43.2,9.9,1.7,56.89,Clear
Abilene,04/01/2018,66.9,43.4,53.6,38.3,,0,0,0,18.6,189.29,27.7,9.9,24.1,71.59,Clear
Abilene,04/02/2018,67.7,38.3,50.1,32.9,,0,0,0,21.1,112.96,28.1,8.5,69,87.25,Partially cloudy
Abilene,04/03/2018,77.7,48.2,63.9,42.9,,0,0,0,32.3,142.17,43.7,9.6,6.5,59.2,Clear
Abilene,04/04/2018,66.2,35.4,50.6,29.7,,0,0,0,15.8,131.13,21.9,9.9,0.7,32.95,Clear
Abilene,04/05/2018,83.8,51.4,66.5,,81.5,0,0,0,22,179.92,32.6,9.9,1.8,43.2,Clear
