Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Abilene,01/21/2020,57.2,41.4,48,37.1,,0.07,0,0,19.7,156.08,29.8,9.8,75.3,54.02,"Rain, Overcast"
Abilene,01/22/2020,64.4,44.9,53.6,37.4,,1.62,0,0,26.3,191.5,33.5,9.9,67.5,77.22,"Rain, Partially cloudy"
Abilene,01/23/2020,58.3,36.7,46.6,32.4,,0,0,0,14.7,248.79,21.9,9.1,17.9,71.86,Clear
Abilene,01/24/2020,63.4,29.6,46.3,23.7,,0,0,0,9.2,194.54,,9.8,0,57.18,Clear
Abilene,01/25/2020,66.9,43.1,53.7,37.8,,0,0,0,24.1,179.17,31.5,9.9,1.1,71.24,Clear
Abilene,01/26/2020,66.6,39.3,52.5,35.9,,0,0,0,6.9,222.88,,9.9,0,66.27,Clear
Abilene,01/27/2020,74.7,41.7,57.7,36.8,,0,0,0,19.6,162.92,31.5,9.9,12.9,59.38,Clear
Abilene,01/28/2020,62.8,40.8,48.6,32.9,,0,0,0,24.8,272.42,34.4,9.8,58.7,66,Partially cloudy
Abilene,01/29/2020,52.9,30.3,40.6,23.8,,0,0,0,17.6,206,20.8,9.9,8.7,73.14,Clear
Abilene,01/30/2020,40.9,28.8,36.6,24.3,,0,0,0,9.5,91.67,,9.6,74.8,82.06,Partially cloudy
Abilene,01/31/2020,54.9,25.9,38.7,18.9,,0,0,0,15.7,262.83,23,9.2,6,68.98,Clear
Abilene,02/01/2020,70.6,32.6,50.2,27.9,,0,0,0,12.8,251.21,20.8,9.9,0,44.03,Clear
Abilene,02/02/2020,76.8,41,59.2,35.9,,0,0,0,18.7,198.29,28.9,9.9,4,28.04,Clear
Abilene,02/03/2020,72,56.3,63.2,,,0,0,0,22.9,184.21,32.1,9.9,43.6,42.31,Partially cloudy
Abilene,02/04/2020,61.1,32.1,40.6,22.1,,3.57,0.74,0.74,18.7,169.92,25.3,7.3,89.3,88.64,"Snow, Overcast"
Abilene,02/05/2020,31.8,21,26.9,12.1,,0.72,1.67,2.41,18.1,300.88,32.2,6.2,81,91.45,"Snow, Overcast"
Abilene,02/06/2020,42.5,15.6,29.2,7.4,,8.19,0.74,3.15,15,259.21,21.9,9.9,8.2,70.73,Snow
Abilene,02/07/2020,54.1,31.9,41.5,26,,1.37,0,1.05,10.2,168.25,,9.9,0,59.99,Rain
Abilene,02/08/2020,65.8,30.1,48.7,24.1,,0.26,0,0,20.7,140.54,29.6,9.9,0.8,65.49,Rain
Abilene,02/09/2020,77,51.6,64.8,,,0,0,0,26.6,207.25,35.8,9.9,28.8,66.34,Partially cloudy
Abilene,02/10/2020,49.8,34.2,39.3,26.6,,0.83,0,0,16.4,277.67,31.1,8.5,74.8,79.72,"Rain, Partially cloudy"
Abilene,02/11/2020,37.1,35.8,36.3,26.8,,0.07,0,0,16.3,32.67,24.2,6.2,97.9,93.77,"Rain, Overcast"
Abilene,02/12/2020,55.6,35.8,43.3,29.3,,0.45,0,0,17.2,270.83,23,8.8,59.5,76.36,"Rain, Partially cloudy"
Abilene,02/13/2020,40.4,29.4,34.5,23.7,,0,0,0,14.2,181.21,17.2,9.9,47.5,83.96,Partially cloudy
Abilene,02/14/2020,54.8,25.2,39,20.7,,0,0,0,17.2,106.79,25.3,9.7,2.6,66.63,Clear
Abilene,02/15/2020,68,43,53.7,37,,0,0,0,19.9,185.88,29.3,9.9,0.3,56.28,Clear
Abilene,02/16/2020,77.9,43.2,58.9,39.5,,0,0,0,14,210.67,21.9,9.9,0,56.49,Clear
Abilene,02/17/2020,76.6,50.7,62.1,,,0,0,0,16.7,209.58,25.3,9.9,2.6,51.27,Clear
Abilene,02/18/2020,53.7,45.2,49.1,38,,0,0,0,19.7,127.04,31,9.6,36.5,64.77,Partially cloudy
Abilene,02/19/2020,47.3,36.3,41.7,30.3,,0.72,0,0,9.5,189.33,,8.8,66,72.5,"Rain, Partially cloudy"
Abilene,02/20/2020,48.3,33.2,42,28.1,,0.09,0,0,21.6,60.75,31,9.5,77.9,75.54,"Rain, Overcast"
Abilene,02/21/2020,50.2,26.3,38.1,23.2,,0,0,0,8.8,150.54,,9.7,4.7,64.61,Clear
Abilene,02/22/2020,62.4,42.7,51.6,37,,0,0,0,21.9,173.13,28.8,9.9,5.5,53.33,Clear
Abilene,02/23/2020,57.7,51.8,54.4,,,0.04,0,0,21.6,192.83,32.1,9.9,33.3,78.7,"Rain, Partially cloudy"
Abilene,02/24/2020,68.6,44.9,56.2,40.4,,0,0,0,19.4,245.04,28.4,9.9,0,46.24,Clear
Abilene,02/25/2020,55.6,35.9,47,24,,0,0,0,27.3,220.96,42,9.9,38.4,51.92,Partially cloudy
Abilene,02/26/2020,47.7,28.1,38.1,20.5,,0,0,0,24.7,296.88,40,9.9,26.2,45.62,Partially cloudy
Abilene,02/27/2020,65.4,25.5,45,18.3,,0,0,0,16.9,194.04,25.3,9.9,0,38.25,Clear
Abilene,02/28/2020,71,33,50.6,29.8,,0,0,0,8.8,117.63,18.3,9.9,0.6,42.36,Clear
Abilene,02/29/2020,73.7,42,59.2,39.4,,0,0,0,22.7,175.33,32.9,9.9,5.1,32.17,Clear
Abilene,03/01/2020,74.8,55.7,63.2,,,0,0,0,25,207.25,34.3,9.9,2.6,44.42,Clear
Abilene,03/02/2020,68.7,53.2,59.3,,,0,0,0,12.7,219.75,,9.9,10.3,45.83,Clear
Abilene,03/03/2020,68.9,55.3,59.5,,,0.02,0,0,15.5,190.21,30,9.9,67.5,63.38,"Rain, Partially cloudy"
Abilene,03/04/2020,52.6,46,50.2,41,,2.01,0,0,26.9,135.54,41.2,7.3,82.6,92.96,"Rain, Overcast"
Abilene,03/05/2020,67.6,39,53.1,36.3,,0,0,0,14.3,211.42,20.8,9.9,8.2,65.98,Clear
Abilene,03/06/2020,67.5,39,53.3,36.8,,0,0,0,12,137.38,19.7,9.9,0.7,38.87,Clear
Abilene,03/07/2020,69.1,46,56.4,40.9,,0,0,0,22.7,159.54,33.9,9.9,11.1,40.84,Clear
Abilene,03/08/2020,62.9,50.3,57.1,,,0.01,0,0,24.4,166.13,34.4,9.9,59.9,75.99,"Rain, Partially cloudy"
Abilene,03/09/2020,76.7,53.2,65.1,,,0,0,0,26.1,205.96,36.6,9.9,24.1,59.95,Clear
Abilene,03/10/2020,78.1,50.3,63.6,,,0,0,0,14.3,181.13,21.9,9.7,28.1,76.18,Partially cloudy
Abilene,03/11/2020,83.2,61.6,71.5,,82.3,0,0,0,14.2,227.29,24.2,9.8,2.3,68.31,Clear
Abilene,03/12/2020,79,66.2,71.6,,,0,0,0,13.1,212.67,18.3,9.9,42.3,65.25,Partially cloudy
Abilene,03/13/2020,68.5,52.9,56.8,,,0.3,0,0,15.8,76.13,33,7.7,93.2,92.31,"Rain, Overcast"
Abilene,03/14/2020,59.7,48.6,53.5,44.1,,0.01,0,0,12.4,159.29,17.2,7.3,91.6,92.32,"Rain, Overcast"
Abilene,03/15/2020,54,48.6,50,43,,0.49,0,0,20.9,50.67,32.2,5.3,95.1,95.92,"Rain, Overcast"
Abilene,03/16/2020,66.8,47.6,55.9,43.1,,0,0,0,12.3,187.04,,7,71.5,87.59,Partially cloudy
Abilene,03/17/2020,74.9,60.7,66.3,,,0.25,0,0,22.2,172.58,35.8,8,78.3,87.95,"Rain, Overcast"
Abilene,03/18/2020,79.8,59.7,67.1,,,0.72,0,0,17,166.54,54.9,9.6,45.8,85.79,"Rain, Partially cloudy"
Abilene,03/19/2020,76.4,62.5,69.5,,,0.18,0,0,18.3,235.46,34.3,9.8,19.2,64.94,Rain
Abilene,03/20/2020,61.8,39.3,47.6,36.3,,0,0,0,22.8,216.63,30.9,9.9,66.2,64.89,Partially cloudy
Abilene,03/21/2020,51.6,38.7,44.9,34.1,,0.07,0,0,11.8,111.25,18.3,9.1,72.3,80.01,"Rain, Partially cloudy"
Abilene,03/22/2020,62.6,46.6,52.6,43.4,,0,0,0,15.1,189.92,17.2,6.5,72.4,92.39,Partially cloudy
Abilene,03/23/2020,79.4,56,66.8,,,0,0,0,18.5,179.96,25.3,9.7,28.6,78.83,Partially cloudy
Abilene,03/24/2020,80.1,54.7,68.6,,78.5,0,0,0,19.3,249.25,33.3,9.8,0.3,50.75,Clear
Abilene,03/25/2020,90.2,52.5,70.5,,87,0,0,0,14.7,175.96,24.2,9.9,0,41.13,Clear
Abilene,03/26/2020,89.1,67.1,77.2,,91.1,0,0,0,20.1,182.33,27.7,9.8,1.5,61.22,Clear
Abilene,03/27/2020,77.6,66.3,72.3,,,0,0,0,15.2,174.58,20.8,9,8.1,78.66,Clear
Abilene,03/28/2020,73.2,51.6,64,,,0.02,0,0,22.7,261.46,44.8,9.7,10.7,33.92,Rain
Abilene,03/29/2020,70.8,43,57.7,39.5,,0,0,0,12.7,128.5,,9.9,26.2,46.65,Partially cloudy
Abilene,03/30/2020,70,58,62.1,,,0,0,0,15.4,152.08,26.4,9.2,68.2,73.42,Partially cloudy
Abilene,03/31/2020,69.8,53.1,59.9,,,0,0,0,18.3,119.25,19.7,9.7,42.4,70.71,Partially cloudy
Abilene,04/01/2020,73.2,53.1,63,,,0,0,0,23.5,162.79,33.9,9.9,10.4,62.05,Clear
Abilene,04/02/2020,79.3,60.8,67.8,,,0,0,0,21.5,169,36.6,9.9,22.3,73.2,Clear
Abilene,04/03/2020,65.7,37.8,48.1,27.1,,0,0,0,22,190.38,33.3,8.8,74.9,80.82,Partially cloudy
Abilene,04/04/2020,45.9,37.9,42.1,31.8,,0.44,0,0,14.2,130.92,18.3,9,92.6,87.79,"Rain, Overcast"
Abilene,04/05/2020,65,46,54.4,41.9,,0,0,0,16.4,133.71,24.2,9.2,89.5,88.9,Overcast
